,x,y,Ux,Uy,N,Q,M,pile_number,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC8,UC9,UC10,UC11,UC12,UC13,UC14,UC_governing
0,0.1375,-1.104,-0.268287356287254,-0.14543332621665,-45.8840815951334,6.81863432204095,-16.1324754447303,1.0,0.0,0.0,0.07945437553741744,0.0,0.0,0.7668574615712913,0.7668574615712913,0.7668574615712913,0.08265159054491329,0.0,0.0,0.0,0.7731704593633323,0.7731704593633323,0.7731704593633323
1,0.1375,-1.13119744429161,-0.269210316885723,-0.14500010293247,-45.890863109643,6.78712541682994,-15.9474585476373,1.0,0.0,0.0,0.0794661186296147,0.0,0.0,0.7580626806005333,0.7580626806005333,0.7580626806005333,0.08226965759338359,0.0,0.0,0.0,0.7643775446105893,0.7643775446105893,0.7643775446105893
2,0.1375,-1.15839488858323,-0.270200673511982,-0.14456795135676,-45.8976494089773,6.74019160016519,-15.7634332248839,1.0,0.0,0.0,0.07947787000737082,0.0,0.0,0.7493150341308399,0.7493150341308399,0.7493150341308399,0.0817007526757015,0.0,0.0,0.0,0.7556317659517484,0.7556317659517484,0.7556317659517484
3,0.1375,-1.18559233287484,-0.271220700289277,-0.144137193510638,-45.9044357083116,6.67939653479485,-15.5808674407387,1.0,0.0,0.0,0.07948962138512694,0.0,0.0,0.7406367668507188,0.7406367668507188,0.7406367668507188,0.0809638296185582,0.0,0.0,0.0,0.7469553667586696,0.7469553667586696,0.7469553667586696
4,0.1375,-1.21278977716646,-0.272247644857093,-0.143707501601792,-45.9112172228211,6.60630388346713,-15.4002166768256,1.0,0.0,0.0,0.079501364477324,0.0,0.0,0.732049530085975,0.732049530085975,0.732049530085975,0.08007784224864561,0.0,0.0,0.0,0.7383699970397313,0.7383699970397313,0.7383699970397313
5,0.1375,-1.21278977716646,-0.272247644857093,-0.143707501601792,-45.9112225584653,6.6064307388047,-15.4002166768256,1.0,0.0,0.0,0.07950137371669991,0.0,0.0,0.732049530085975,0.732049530085975,0.732049530085975,0.08007937991658967,0.0,0.0,0.0,0.7383699985088173,0.7383699985088173,0.7383699985088173
6,0.1375,-1.27360511141677,-0.274542565882996,-0.142756761101346,-45.9263864858997,6.42926047468376,-15.0037739795467,1.0,0.0,0.0,0.07952763206911995,0.0,0.0,0.7132046205409194,0.7132046205409194,0.7132046205409194,0.07793182317204862,0.0,0.0,0.0,0.7195292648034407,0.7195292648034407,0.7195292648034407
7,0.1375,-1.33442044566708,-0.276802995599215,-0.141811285713049,-45.9415611125278,6.22398220330558,-14.6187992609274,1.0,0.0,0.0,0.07955390894861354,0.0,0.0,0.6949048415329834,0.6949048415329834,0.6949048415329834,0.07544355721842898,0.0,0.0,0.0,0.7012336659619877,0.7012336659619877,0.7012336659619877
8,0.1375,-1.3952357799174,-0.279020498677076,-0.140872634844497,-45.9567357391558,5.99166026388706,-14.2471198364779,1.0,0.0,0.0,0.07958018582810697,0.0,0.0,0.6772370545322769,0.6772370545322769,0.6772370545322769,0.07262748336778256,0.0,0.0,0.0,0.6835700605087129,0.6835700605087129,0.6835700605087129
9,0.1375,-1.45605111416771,-0.28119103180449,-0.139939186089348,-45.9718996665901,5.7333589956451,-13.8905476468905,1.0,0.0,0.0,0.07960644418052683,0.0,0.0,0.6602873901667111,0.6602873901667111,0.6602873901667111,0.06949650293216124,0.0,0.0,0.0,0.6666245761217785,0.6666245761217785,0.6666245761217785
10,0.1375,-1.45605111416771,-0.28119103180449,-0.139939186089348,-45.9719115974535,5.76720848095297,-13.8905476468905,1.0,0.0,0.0,0.07960646484039988,0.0,0.0,0.6602873901667111,0.6602873901667111,0.6602873901667111,0.06990680705871904,0.0,0.0,0.0,0.666624579411097,0.666624579411097,0.666624579411097
11,0.1375,-1.59203833562578,-0.285819621931493,-0.137900881941523,-46.0058191700023,5.20237254210177,-13.1468044444413,1.0,0.0,0.0,0.07966518030138756,0.0,0.0,0.6249335459135403,0.6249335459135403,0.6249335459135403,0.0630601884342131,0.0,0.0,0.0,0.6312800868659929,0.6312800868659929,0.6312800868659929
12,0.1375,-1.72802555708386,-0.290133289252371,-0.135887893649173,-46.0397506666753,4.81862236974246,-12.467509177951,1.0,0.0,0.0,0.07972393719017073,0.0,0.0,0.5926432352601739,0.5926432352601739,0.5926432352601739,0.05840858803750963,0.0,0.0,0.0,0.5989991414212762,0.5989991414212762,0.5989991414212762
13,0.1375,-1.86401277854193,-0.294115080279227,-0.133907480553827,-46.0736821633484,4.62421274965104,-11.8273814183483,1.0,0.0,0.0,0.07978269407895408,0.0,0.0,0.5622147526325688,0.5622147526325688,0.5622147526325688,0.056052065666769166,0.0,0.0,0.0,0.5685800309070648,0.5685800309070648,0.5685800309070648
14,0.1375,-2.0,-0.297715264211374,-0.131951715859759,-46.1075897358974,4.62739846760351,-11.2008114588661,1.0,0.0,0.0,0.0798414095399421,0.0,0.0,0.5324307402364861,0.5324307402364861,0.5324307402364861,0.05609068112015226,0.0,0.0,0.0,0.5388053909138109,0.5388053909138109,0.5388053909138109
15,0.1375,-2.0,-0.297715264211374,-0.131951715859759,-46.1076040423013,4.64038120297646,-11.2008114588661,1.0,0.0,0.0,0.07984143431337873,0.0,0.0,0.5324307402364861,0.5324307402364861,0.5324307402364861,0.05624805042278951,0.0,0.0,0.0,0.5388053948697037,0.5388053948697037,0.5388053948697037
16,0.1375,-2.1,-0.298447065866271,-0.130544884538723,-46.1325384237883,4.6838750553084,-10.7348186237945,1.0,0.0,0.0,0.0798846115034104,0.0,0.0,0.5102797638511387,0.5102797638511387,0.5102797638511387,0.05677525805768794,0.0,0.0,0.0,0.5166613150061895,0.5166613150061895,0.5166613150061895
17,0.1375,-2.2,-0.29847174402507,-0.129144072783812,-46.157490398212,4.74107649821981,-10.2635792299038,1.0,0.0,0.0,0.07992781915794633,0.0,0.0,0.4878793922138486,0.4878793922138486,0.4878793922138486,0.05746862127601007,0.0,0.0,0.0,0.494267848489194,0.494267848489194,0.494267848489194
18,0.1375,-2.3,-0.297796617302143,-0.127751034259635,-46.1824423726356,4.81228091943526,-9.78591766892856,1.0,0.0,0.0,0.07997102681248207,0.0,0.0,0.4651737427681335,0.4651737427681335,0.4651737427681335,0.05833172059903189,0.0,0.0,0.0,0.4715691078975762,0.4715691078975762,0.4715691078975762
19,0.1375,-2.4,-0.296419337989631,-0.126363897492289,-46.2073767541225,4.89778370667928,-9.30064722890261,1.0,0.0,0.0,0.08001420400251356,0.0,0.0,0.4421064051429309,0.4421064051429309,0.4421064051429309,0.05936813654802889,0.0,0.0,0.0,0.44850867798508676,0.44850867798508676,0.44850867798508676
20,0.1375,-2.4,-0.296419337989631,-0.126363897492289,-46.2073906975962,4.8953463622428,-9.30064722890261,1.0,0.0,0.0,0.0800142281474884,0.0,0.0,0.4421064051429309,0.4421064051429309,0.4421064051429309,0.05933859245094634,0.0,0.0,0.0,0.44850868184896925,0.44850868184896925,0.44850868184896925
21,0.1375,-2.53,-0.293616758939241,-0.124583452607056,-46.2398053935293,5.01991170884345,-8.65638023170473,1.0,0.0,0.0,0.08007035849452956,0.0,0.0,0.4114811637943251,0.4114811637943251,0.4114811637943251,0.060848502432486525,0.0,0.0,0.0,0.4178924261037676,0.4178924261037676,0.4178924261037676
22,0.1375,-2.66,-0.289695096327888,-0.122812665883044,-46.2722429602802,5.15165429842224,-7.99515585534702,1.0,0.0,0.0,0.08012652844542642,0.0,0.0,0.3800498531737118,0.3800498531737118,0.3800498531737118,0.062445410853868705,0.0,0.0,0.0,0.3864701137344275,0.3864701137344275,0.3864701137344275
23,0.1375,-2.79,-0.284701967754377,-0.121054310313394,-46.3046805270311,5.29092966126355,-7.31631431617196,1.0,0.0,0.0,0.08018269839632329,0.0,0.0,0.3477811104550622,0.3477811104550622,0.3477811104550622,0.06413362725012627,0.0,0.0,0.0,0.35421037557717794,0.35421037557717794,0.35421037557717794
24,0.1375,-2.92,-0.278689034217425,-0.119305361448789,-46.3370952229642,5.43809332765173,-6.61917597979956,1.0,0.0,0.0,0.08023882874336444,0.0,0.0,0.3146426292079575,0.3146426292079575,0.3146426292079575,0.0659174611562923,0.0,0.0,0.0,0.32108089884606444,0.32108089884606444,0.32108089884606444
25,0.1375,-2.92,-0.278689034217425,-0.119305361448789,-46.337110985152,5.43638971030423,-6.61917597979956,1.0,0.0,0.0,0.08023885603768406,0.0,0.0,0.3146426292079575,0.3146426292079575,0.3146426292079575,0.06589681087988788,0.0,0.0,0.0,0.3210809032261937,0.3210809032261937,0.3210809032261937
26,0.1375,-3.05,-0.271650288555821,-0.117580646130708,-46.3695256810853,5.58474858567921,-5.90305747762691,1.0,0.0,0.0,0.08029498638472557,0.0,0.0,0.2806019254956368,0.2806019254956368,0.2806019254956368,0.06769513242670554,0.0,0.0,0.0,0.28704921033416003,0.28704921033416003,0.28704921033416003
27,0.1375,-3.18,-0.263632260327925,-0.115864991214916,-46.4019632478363,5.7407620114193,-5.16679955284846,1.0,0.0,0.0,0.08035115633562259,0.0,0.0,0.24560389402850824,0.24560389402850824,0.24560389402850824,0.06958623806087885,0.0,0.0,0.0,0.2520602023529799,0.2520602023529799,0.2520602023529799
28,0.1375,-3.31,-0.254656250619983,-0.114160993159835,-46.4344008145873,5.90401991190607,-4.40980064453554,1.0,0.0,0.0,0.08040732628651963,0.0,0.0,0.20961993959882966,0.20961993959882966,0.20961993959882966,0.07156515707999056,0.0,0.0,0.0,0.2160852777193765,0.2160852777193765,0.2160852777193765
29,0.1375,-3.44,-0.244740308250206,-0.112465811896745,-46.4668155105204,6.07411221152106,-3.6314686501248,1.0,0.0,0.0,0.08046345663356079,0.0,0.0,0.1726219166023955,0.1726219166023955,0.1726219166023955,0.07362691878162306,0.0,0.0,0.0,0.17909628445581643,0.17909628445581643,0.17909628445581643
30,0.1375,-3.44,-0.244740308250206,-0.112465811896745,-46.4668312727084,6.07345493109912,-3.6314686501248,1.0,0.0,0.0,0.08046348392788076,0.0,0.0,0.1726219166023955,0.1726219166023955,0.1726219166023955,0.07361895160377752,0.0,0.0,0.0,0.17909628884820783,0.17909628884820783,0.17909628884820783
31,0.1375,-3.57,-0.233879786850892,-0.110793330559461,-46.4992459686416,6.251881868552,-2.83056120504542,1.0,0.0,0.0,0.0805196142749221,0.0,0.0,0.13455076922074896,0.13455076922074896,0.13455076922074896,0.07578174102465442,0.0,0.0,0.0,0.1410341775037312,0.1410341775037312,0.1410341775037312
32,0.1375,-3.7,-0.222073055701851,-0.109129330340684,-46.5316835353927,6.43443353672174,-2.00578792285759,1.0,0.0,0.0,0.0805757842258193,0.0,0.0,0.09534515891517223,0.09534515891517223,0.09534515891517223,0.07799452807529361,0.0,0.0,0.0,0.10183761591877802,0.10183761591877802,0.10183761591877802
33,0.1375,-3.83,-0.209288441682148,-0.107476236454809,-46.5641211021438,6.62051079978924,-1.15706915869443,1.0,0.0,0.0,0.0806319541767165,0.0,0.0,0.05500129976572694,0.05500129976572694,0.05500129976572694,0.08025005037351383,0.0,0.0,0.0,0.061502811800083046,0.061502811800083046,0.0806319541767165
34,0.1375,-3.96,-0.195491100478348,-0.105831387426626,-46.596535798077,6.80951452193535,-0.284341167428063,1.0,0.0,0.0,0.08068808452375784,0.0,0.0,0.013516161646805917,0.013516161646805917,0.013516161646805917,0.08254104553713322,0.0,0.0,0.0,0.020026728630919005,0.020026728630919005,0.08254104553713322
35,0.1375,-3.96,-0.195491100478348,-0.105831387426626,-46.5965515602649,6.80704984419879,-0.284341167428063,1.0,0.0,0.0,0.08068811181807763,0.0,0.0,0.013516161646805917,0.013516161646805917,0.013516161646805917,0.08251117012139948,0.0,0.0,0.0,0.020026733035572515,0.020026733035572515,0.08251117012139948
36,0.1375,-4.09,-0.180627709361713,-0.104207750971364,-46.6289662561982,6.99575602450736,0.61271183300378,1.0,0.0,0.0,0.08074424216511913,0.0,0.0,0.029125266146644162,0.029125266146644162,0.029125266146644162,0.08479855865281585,0.0,0.0,0.0,0.035644898789463565,0.035644898789463565,0.08479855865281585
37,0.1375,-4.22,-0.164628312960732,-0.102592033645592,-46.6614038229492,7.17504762898618,1.53416947077463,1.0,0.0,0.0,0.08080041211601617,0.0,0.0,0.07292676874104316,0.07292676874104316,0.07292676874104316,0.0869718290734957,0.0,0.0,0.0,0.07945547533916121,0.07945547533916121,0.0869718290734957
38,0.1375,-4.35,-0.147403812922314,-0.100986494361439,-46.6938413897002,7.34304941881008,2.47816638979823,1.0,0.0,0.0,0.0808565820669132,0.0,0.0,0.11779967640692927,0.11779967640692927,0.11779967640692927,0.08900825080951001,0.0,0.0,0.0,0.12433746327047274,0.12433746327047274,0.12433746327047274
