,x,y,Ux,Uy,N,Q,M,PUx,PUy,PUtot,pile_number,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC8,UC9,UC10,UC11,UC12,UC13,UC14,UC_governing
0,0.1375,-1.104,-0.241702224747849,-0.142299163766328,-64.407316708154,9.67975635747207,-26.5285344528727,-3.31590963469353e-05,-1.73157911831368e-06,3.32042773869319e-05,1.0,0.0,0.0,0.05022317324515918,0.0,0.0,0.38106287939418093,0.38106287939418093,0.38106287939418093,0.05283617976208795,0.0,0.0,0.0,0.3835852465249942,0.3835852465249942,0.3835852465249942
1,0.1375,-1.13119744429161,-0.242679405238666,-0.141965308406606,-64.4216643752311,9.66063688176888,-26.2655711336744,-3.31067276420072e-05,-1.73086800714373e-06,3.31519429177265e-05,1.0,0.0,0.0,0.05023436118786672,0.0,0.0,0.37728560478571094,0.37728560478571094,0.37728560478571094,0.05273181762549028,0.0,0.0,0.0,0.379809095829664,0.379809095829664,0.379809095829664
2,0.1375,-1.15839488858323,-0.243722826775826,-0.141632124437094,-64.4360221655885,9.63277951907832,-26.0031243989321,-3.30536458932329e-05,-1.73015689597378e-06,3.30988965030546e-05,1.0,0.0,0.0,0.05024555702444852,0.0,0.0,0.3735157505328814,0.3735157505328814,0.3735157505328814,0.05257976042813325,0.0,0.0,0.0,0.3760403665335785,0.3760403665335785,0.3760403665335785
3,0.1375,-1.18559233287484,-0.244798814635706,-0.141299814165472,-64.4503799559458,9.59601306509838,-25.7415567949839,-3.299985837657e-05,-1.72944578480383e-06,3.30451454164792e-05,1.0,0.0,0.0,0.05025675286103026,0.0,0.0,0.3697585243470999,0.3697585243470999,0.3697585243470999,0.05237907366495877,0.0,0.0,0.0,0.37228426555523453,0.37228426555523453,0.37228426555523453
4,0.1375,-1.21278977716646,-0.24588444079084,-0.140968172495981,-64.4647276230228,9.55016631552703,-25.4812325748916,-3.2945357816061e-05,-1.72873467363388e-06,3.2990682399734e-05,1.0,0.0,0.0,0.050267940803737705,0.0,0.0,0.36601915845560506,0.36601915845560506,0.36601915845560506,0.052128822830908646,0.0,0.0,0.0,0.3685460243282531,0.3685460243282531,0.3685460243282531
5,0.1375,-1.21278977716646,-0.24588444079084,-0.140968172495981,-64.4647389117403,9.54835674457089,-25.4812325748916,-3.2945357816061e-05,-1.72873467363388e-06,3.2990682399734e-05,1.0,0.0,0.0,0.05026794960639002,0.0,0.0,0.36601915845560506,0.36601915845560506,0.36601915845560506,0.05211894543185026,0.0,0.0,0.0,0.36854602521323565,0.36854602521323565,0.36854602521323565
6,0.1375,-1.27360511141677,-0.248319316122198,-0.140232928121508,-64.4968212706436,9.43686450643449,-24.9039587791837,-3.28209243889432e-05,-1.72714464952151e-06,3.28663369785119e-05,1.0,0.0,0.0,0.050292966606812727,0.0,0.0,0.35772704510188613,0.35772704510188613,0.35772704510188613,0.0515103739225369,0.0,0.0,0.0,0.3602564275920001,0.3602564275920001,0.3602564275920001
7,0.1375,-1.33442044566708,-0.250731141155175,-0.139500995493242,-64.5289262658893,9.30305839109206,-24.3338736044846,-3.26929402945098e-05,-1.72555451172229e-06,3.27384465647548e-05,1.0,0.0,0.0,0.05031800125847453,0.0,0.0,0.3495381910000249,0.3495381910000249,0.3495381910000249,0.05078000389023314,0.0,0.0,0.0,0.35207009225067276,0.35207009225067276,0.35207009225067276
8,0.1375,-1.3952357799174,-0.25311120376442,-0.138773361551139,-64.5610312611349,9.1463625259427,-23.7726238266434,-3.25613982568029e-05,-1.72396448760992e-06,3.26070040020955e-05,1.0,0.0,0.0,0.05034303591013625,0.0,0.0,0.3414762508735,0.3414762508735,0.3414762508735,0.04992469198017494,0.0,0.0,0.0,0.34401067213814923,0.34401067213814923,0.34401067213814923
9,0.1375,-1.45605111416771,-0.255454817180813,-0.138049008783528,-64.5931136200382,8.96620103838553,-23.2218697859568,-3.24262873618864e-05,-1.72237434981071e-06,3.24719984829471e-05,1.0,0.0,0.0,0.050368052910558965,0.0,0.0,0.3335650742891,0.3335650742891,0.3335650742891,0.04894129483759832,0.0,0.0,0.0,0.33610201504310083,0.33610201504310083,0.33610201504310083
