Phase,x,y,Ux,Uy,Utot,PUx,PUy,PUtot,N,Q,M,pilenumber,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC8,UC9,UC10,UC11,UC12,UC13,UC14,UC_governing
4,1.2375,-2.20408641207864,-0.243803685858807,-0.170016038020356,0.297230029476294,-7.64793730922975e-06,-9.91854394669645e-05,9.94798590034223e-05,-0.0683837565375444,0.0011512189310099,0.0001717405966333,2.0,0.0,0.0,0.00019249927543109902,0.0,0.0,1.6920654451839683e-05,1.6920654451839683e-05,1.6920654451839683e-05,2.2684651284433446e-05,0.0,0.0,0.0,1.695771042288118e-05,1.695771042288118e-05,0.00019249927543109902
4,1.2375,-2.26825229754766,-0.243416294071032,-0.168449613520936,0.296018182743269,-7.49362288843258e-06,-9.91719571175054e-05,9.94546703906376e-05,-0.0768462314426638,0.0010689498410161,0.0002430317753913,2.0,0.0,0.0,0.00021632101863549536,0.0,0.0,2.3944581379286686e-05,2.3944581379286686e-05,2.3944581379286686e-05,2.106354728090575e-05,0.0,0.0,0.0,2.3991376162390185e-05,2.3991376162390185e-05,0.00021632101863549536
4,1.2375,-2.33241818301668,-0.242806511699402,-0.166888426629299,0.294629850942559,-7.3405030889262e-06,-9.91569031612016e-05,9.94282375893209e-05,-0.0853146771864003,0.0009765128623301,0.0003086859243729,2.0,0.0,0.0,0.00024015956966335307,0.0,0.0,3.0413122830899726e-05,3.0413122830899726e-05,3.0413122830899726e-05,1.924208607070916e-05,0.0,0.0,0.0,3.0470799449800614e-05,3.0470799449800614e-05,0.00024015956966335307
4,1.2375,-2.3965840684857,-0.24197398410037,-0.165334016754202,0.29306440602278,-7.18889486961416e-06,-9.91402703220956e-05,9.94005704660922e-05,-0.093783122930188,0.0008780991533455,0.0003682505970108,2.0,0.0,0.0,0.0002639981206913549,0.0,0.0,3.628170174002547e-05,3.628170174002547e-05,3.628170174002547e-05,1.7302854001301704e-05,0.0,0.0,0.0,3.635139674775404e-05,3.635139674775404e-05,0.0002639981206913549
4,1.2375,-2.46074995395472,-0.240917517261266,-0.163784763539665,0.291318895527009,-7.03908335708547e-06,-9.91220731521025e-05,9.93716965764335e-05,-0.102245597835461,0.0007778998724561,0.0004213533101343,2.0,0.0,0.0,0.0002878198638961836,0.0,0.0,4.151361939276578e-05,4.151361939276578e-05,4.151361939276578e-05,1.5328437420145352e-05,0.0,0.0,0.0,4.1596459666819e-05,4.1596459666819e-05,0.0002878198638961836
4,1.2375,-2.46074995395472,-0.240917517261266,-0.163784763539665,0.291318895527009,-7.03908335708547e-06,-9.91220731521025e-05,9.93716965764335e-05,-0.102250242817699,0.0007801395913238,0.0004213533101343,2.0,0.0,0.0,0.0002878329394533112,0.0,0.0,4.151361939276578e-05,4.151361939276578e-05,4.151361939276578e-05,1.5372570851346294e-05,0.0,0.0,0.0,4.159646719380012e-05,4.159646719380012e-05,0.0002878329394533112
4,1.2375,-2.5414463769275,-0.239269325042301,-0.161855386873402,0.288871902694147,-6.85360828356352e-06,-9.90969565464184e-05,9.93336737630662e-05,-0.112892836610069,0.0006796199534974,0.0004801697668992,2.0,0.0,0.0,0.0003177916854694643,0.0,0.0,4.7308480715656234e-05,4.7308480715656234e-05,4.7308480715656234e-05,1.33918416695137e-05,0.0,0.0,0.0,4.7409472271009754e-05,4.7409472271009754e-05,0.0003177916854694643
4,1.2375,-2.62214279990027,-0.237255979809752,-0.159933966038766,0.28612807175874,-6.67180074742646e-06,-9.90693515632302e-05,9.92937527962976e-05,-0.123542939460421,0.0005888889024958,0.0005313024099388,2.0,0.0,0.0,0.0003477715693741144,0.0,0.0,5.2346298220912174e-05,5.2346298220912174e-05,5.2346298220912174e-05,1.160399558984934e-05,0.0,0.0,0.0,5.246724328537711e-05,5.246724328537711e-05,0.0003477715693741144
4,1.2375,-2.70283922287304,-0.234884254550063,-0.158022816849473,0.28309331267372,-6.49404228170169e-06,-9.90392582025379e-05,9.92519382705723e-05,-0.134193042310849,0.0005073931661283,0.0005754824732165,2.0,0.0,0.0,0.00037775145327897854,0.0,0.0,5.669911636081041e-05,5.669911636081041e-05,5.669911636081041e-05,9.99813044042629e-06,0.0,0.0,0.0,5.6841812521264795e-05,5.6841812521264795e-05,0.00037775145327897854
4,1.2375,-2.78353564584581,-0.232156449055947,-0.156119466003297,0.279767590159084,-6.32066075922921e-06,-9.90066764643416e-05,9.920822917958e-05,-0.144835636103452,0.0004345794722043,0.0006134253091477,2.0,0.0,0.0,0.0004077101992957874,0.0,0.0,6.043741486623318e-05,6.043741486623318e-05,6.043741486623318e-05,8.563344049319586e-06,0.0,0.0,0.0,6.0603642472842995e-05,6.0603642472842995e-05,0.0004077101992957874
4,1.2375,-2.78353564584581,-0.232156449055947,-0.156119466003297,0.279767590159084,-6.32066075922921e-06,-9.90066764643416e-05,9.920822917958e-05,-0.14484147773689,0.0004330749048676,0.0006134253091476,2.0,0.0,0.0,0.0004077266434085576,0.0,0.0,6.0437414866223336e-05,6.0437414866223336e-05,6.0437414866223336e-05,8.53369670384287e-06,0.0,0.0,0.0,6.0603655881968544e-05,6.0603655881968544e-05,0.0004077266434085576
4,1.2375,-2.88502123484691,-0.228221207370194,-0.153754409544381,0.275182372160446,-6.10925781074911e-06,-9.89621767075732e-05,9.91505695883748e-05,-0.15822583679252,0.0003481107331979,0.000653012493543,2.0,0.0,0.0,0.00044540341857816814,0.0,0.0,6.433772196312987e-05,6.433772196312987e-05,6.433772196312987e-05,6.8594863915549205e-06,0.0,0.0,0.0,6.453610616841098e-05,6.453610616841098e-05,0.00044540341857816814
4,1.2375,-2.98650682384801,-0.22372407624102,-0.151401298896496,0.270138511873898,-5.90568924963009e-06,-9.89137406577356e-05,9.90898847330997e-05,-0.171619639404581,0.0002682283795004,0.000684251720037,2.0,0.0,0.0,0.0004831067772211428,0.0,0.0,6.741555077710779e-05,6.741555077710779e-05,6.741555077710779e-05,5.28541278262121e-06,0.0,0.0,0.0,6.764894293530479e-05,6.764894293530479e-05,0.0004831067772211428
4,1.2375,-3.08799241284911,-0.218665680513515,-0.1490635666742,0.26464056141127,-5.7103247854684e-06,-9.88613755907863e-05,9.90261550947933e-05,-0.185013442016757,0.0001932765254492,0.0007076344076642,2.0,0.0,0.0,0.0005208101358644412,0.0,0.0,6.971931811721986e-05,6.971931811721986e-05,6.971931811721986e-05,3.8084941649073045e-06,0.0,0.0,0.0,6.9990561314839e-05,6.9990561314839e-05,0.0005208101358644412
4,1.2375,-3.18947800185021,-0.213046031368294,-0.146737475398297,0.258689965340841,-5.52344044990605e-06,-9.88050815067254e-05,9.89593478452354e-05,-0.198397801072734,0.0001231038527186,0.000723644724348,2.0,0.0,0.0,0.0005584869110350286,0.0,0.0,7.129672638050626e-05,7.129672638050626e-05,7.129672638050626e-05,2.425748826282705e-06,0.0,0.0,0.0,7.16086340103037e-05,7.16086340103037e-05,0.0005584869110350286
4,1.2375,-3.18947800185021,-0.213046031368294,-0.146737475398297,0.258689965340841,-5.52344044990605e-06,-9.88050815067254e-05,9.89593478452354e-05,-0.198405147641282,0.0001221284439131,0.000723644724348,2.0,0.0,0.0,0.0005585075915181434,0.0,0.0,7.129672638050626e-05,7.129672638050626e-05,7.129672638050626e-05,2.4065284955389064e-06,0.0,0.0,0.0,7.160865711028965e-05,7.160865711028965e-05,0.0005585075915181434
4,1.2375,-3.31710850138766,-0.205185221999154,-0.143854701934057,0.250589605920474,-5.30073066329351e-06,-9.87286912277341e-05,9.88708866001819e-05,-0.215237610744115,4.0303318791876e-05,0.0007339629224095,2.0,0.0,0.0,0.0006058907291970026,0.0,0.0,7.23133215675899e-05,7.23133215675899e-05,7.23133215675899e-05,7.941727744148765e-07,0.0,0.0,0.0,7.268042514331677e-05,7.268042514331677e-05,0.0006058907291970026
4,1.2375,-3.44473900092511,-0.196442230653316,-0.14098959079752,0.241800774807077,-5.0919138629979e-06,-9.86460872809402e-05,9.87774170680074e-05,-0.232081950271135,-3.72056773550371e-05,0.0007341130709153,2.0,0.0,0.0,0.0006533072988364103,0.0,0.0,7.2328114872335e-05,7.2328114872335e-05,7.2328114872335e-05,7.331340667406907e-07,0.0,0.0,0.0,7.275492529904793e-05,7.275492529904793e-05,0.0006533072988364103
4,1.2375,-3.57236950046255,-0.186816297197004,-0.138147128533726,0.232346633331566,-4.89699050376657e-06,-9.85572696663439e-05,9.86788524460962e-05,-0.248926289798342,-0.0001104399028601,0.0007246453350243,2.0,0.0,0.0,0.0007007238684763442,0.0,0.0,7.13953110356571e-05,7.13953110356571e-05,7.13953110356571e-05,2.1762069896386445e-06,0.0,0.0,0.0,7.188632497550955e-05,7.188632497550955e-05,0.0007007238684763442
4,1.2375,-3.7,-0.176304586732928,-0.135321741913768,0.222250491872673,-4.71577959615388e-06,-9.84622238320298e-05,9.85750886337326e-05,-0.265758752901734,-0.0001794407160559,0.0007061051236414,2.0,0.0,0.0,0.000748107006156777,0.0,0.0,6.956864619097887e-05,6.956864619097887e-05,6.956864619097887e-05,3.5358609559923264e-06,0.0,0.0,0.0,7.012831028363973e-05,7.012831028363973e-05,0.000748107006156777
4,1.2375,-3.7,-0.176304586732928,-0.135321741913768,0.222250491872673,-4.71577959615388e-06,-9.84622238320298e-05,9.85750886337326e-05,-0.265768055888658,-0.0001779624582189,0.0007061051236413,2.0,0.0,0.0,0.0007481331939290332,0.0,0.0,6.9568646190969e-05,6.9568646190969e-05,6.9568646190969e-05,3.5067320365161603e-06,0.0,0.0,0.0,7.012834946682746e-05,7.012834946682746e-05,0.0007481331939290332
4,1.2375,-3.8625,-0.161633798714347,-0.131787725421913,0.208550927733998,-4.50433071819134e-06,-9.8332209745422e-05,9.84353212451532e-05,-0.287199259747774,-0.0002588311727854,0.0006703929775346,2.0,0.0,0.0,0.0008084617196401209,0.0,0.0,6.605012525968726e-05,6.605012525968726e-05,6.605012525968726e-05,5.1002417854847165e-06,0.0,0.0,0.0,6.670373561181072e-05,6.670373561181072e-05,0.0008084617196401209
4,1.2375,-4.025,-0.145502214639696,-0.128279906905804,0.193975846385106,-4.31342004958424e-06,-9.81921184575185e-05,9.82868135595997e-05,-0.308645584749374,-0.000321930141946,0.000622938568288,2.0,0.0,0.0,0.000868832811146351,0.0,0.0,6.137470385776688e-05,6.137470385776688e-05,6.137470385776688e-05,6.343600518788175e-06,0.0,0.0,0.0,6.212957431149135e-05,6.212957431149135e-05,0.000868832811146351
4,1.2375,-4.1875,-0.127882441394458,-0.124805491332351,0.178690597076949,-4.14158830608358e-06,-9.80419426923618e-05,9.8129380312878e-05,-0.330091909751286,-0.0003666802610543,0.000566734862486,2.0,0.0,0.0,0.0009292039026534595,0.0,0.0,5.583726248728488e-05,5.583726248728488e-05,5.583726248728488e-05,7.225397038602284e-06,0.0,0.0,0.0,5.67006823799913e-05,5.67006823799913e-05,0.0009292039026534595
4,1.2375,-4.35,-0.108741100089222,-0.121356110305802,0.162947636856655,-3.98710744775599e-06,-9.78816824499518e-05,9.79628541082442e-05,-0.351523113611335,-0.0003925024254639,0.0005048006417302,2.0,0.0,0.0,0.0009895324283671733,0.0,0.0,4.973522506167568e-05,4.973522506167568e-05,4.973522506167568e-05,7.734220147102787e-06,0.0,0.0,0.0,5.071439948846592e-05,5.071439948846592e-05,0.0009895324283671733
