,x,y,Ux,Uy,N,Q,M,pile_number,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC8,UC9,UC10,UC11,UC12,UC13,UC14,UC_governing
0,0.1375,-1.104,-0.313034537174873,-0.146011924174354,-33.3495756569415,4.55394186411201,-7.83041565706141,1.0,0.0,0.0,0.15630146625757346,0.0,0.0,1.657386884331529,1.657386884331529,1.657386884331529,0.14940263664944425,0.0,0.0,0.0,1.6818170326857962,1.6818170326857962,1.6818170326857962
1,0.1375,-1.13119744429161,-0.313970409376024,-0.145439614597575,-33.3523218900935,4.51910903782537,-7.70701257461213,1.0,0.0,0.0,0.15631433719400634,0.0,0.0,1.631267370464717,1.631267370464717,1.631267370464717,0.14825986490477444,0.0,0.0,0.0,1.6557015424771184,1.6557015424771184,1.6557015424771184
2,0.1375,-1.15839488858323,-0.314969403527708,-0.144869188541238,-33.355070060905,4.46319791509093,-7.58479205043313,1.0,0.0,0.0,0.15632721721178472,0.0,0.0,1.6053981570484754,1.6053981570484754,1.6053981570484754,0.14642557070343978,0.0,0.0,0.0,1.629836355889656,1.629836355889656,1.629836355889656
3,0.1375,-1.18559233287484,-0.315989838869792,-0.144301209780525,-33.3578182317164,4.38698550505205,-7.46436526263923,1.0,0.0,0.0,0.15634009722956269,0.0,0.0,1.5799086061289411,1.5799086061289411,1.5799086061289411,0.14392524563452552,0.0,0.0,0.0,1.6043508321306903,1.6043508321306903,1.6043508321306903
4,0.1375,-1.21278977716646,-0.317009980142752,-0.143735101166022,-33.3605644648682,4.2912488168521,-7.34633753619149,1.0,0.0,0.0,0.15635296816599456,0.0,0.0,1.5549268408728978,1.5549268408728978,1.5549268408728978,0.1407843812871175,0.0,0.0,0.0,1.5793730915272144,1.5793730915272144,1.5793730915272144
5,0.1375,-1.21278977716646,-0.317009980142752,-0.143735101166022,-33.3605666256017,4.29602047221091,-7.34633753619149,1.0,0.0,0.0,0.1563529782928345,0.0,0.0,1.5549268408728978,1.5549268408728978,1.5549268408728978,0.14094092652046947,0.0,0.0,0.0,1.5793730946939373,1.5793730946939373,1.5793730946939373
6,0.1375,-1.27360511141677,-0.319264082067597,-0.142486904546505,-33.3667073896116,4.05149786282485,-7.09244052984706,1.0,0.0,0.0,0.15638175858163225,0.0,0.0,1.501186964636977,1.501186964636977,1.501186964636977,0.1329187945625326,0.0,0.0,0.0,1.525642219054061,1.525642219054061,1.525642219054061
7,0.1375,-1.33442044566708,-0.321449834973767,-0.141247909595055,-33.3728524863598,3.78417500292351,-6.85402545015663,1.0,0.0,0.0,0.15641055917693572,0.0,0.0,1.45072399518408,1.45072399518408,1.45072399518408,0.12414864744654214,0.0,0.0,0.0,1.4751882582061218,1.4751882582061218,1.4751882582061218
8,0.1375,-1.3952357799174,-0.323560082112073,-0.140020818600965,-33.3789975831079,3.49591015000137,-6.63248672494351,1.0,0.0,0.0,0.15643935977223877,0.0,0.0,1.4038330773043075,1.4038330773043075,1.4038330773043075,0.1146914496242924,0.0,0.0,0.0,1.4283063505902556,1.4283063505902556,1.4283063505902556
9,0.1375,-1.45605111416771,-0.325592166876764,-0.138802784443097,-33.3851383471177,3.18856156155291,-6.42918986510113,1.0,0.0,0.0,0.15646814006103604,0.0,0.0,1.3608032352262955,1.3608032352262955,1.3608032352262955,0.10460816554757775,0.0,0.0,0.0,1.3852855140804556,1.3852855140804556,1.3852855140804556
10,0.1375,-1.45605111416771,-0.325592166876764,-0.138802784443097,-33.3851431786648,3.23444287397567,-6.42918986510113,1.0,0.0,0.0,0.156468162705339,0.0,0.0,1.3608032352262955,1.3608032352262955,1.3608032352262955,0.10611340853342204,0.0,0.0,0.0,1.38528552116668,1.38528552116668,1.38528552116668
11,0.1375,-1.59203833562578,-0.329803133271535,-0.136164151768309,-33.3988743444248,2.52758931175151,-6.03976132711475,1.0,0.0,0.0,0.1565325173875032,0.0,0.0,1.2783767358538156,1.2783767358538156,1.2783767358538156,0.08292343618142892,0.0,0.0,0.0,1.3028791648534845,1.3028791648534845,1.3028791648534845
