,x,y,Ux,Uy,N,Q,M,pile_number,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC8,UC9,UC10,UC11,UC12,UC13,UC14,UC_governing
0,0.1375,-1.104,-0.298600982165588,-0.14548305148528,-37.4601658352249,5.18995725306224,-10.3369373869289,1.0,0.0,0.0,0.13018496229501367,0.0,0.0,1.3970390528640033,1.3970390528640033,1.3970390528640033,0.1262562676823795,0.0,0.0,0.0,1.4139871772717574,1.4139871772717574,1.4139871772717574
1,0.1375,-1.13119744429161,-0.299535745972656,-0.144954282933136,-37.4637527519895,5.16260551883497,-10.1961417168419,1.0,0.0,0.0,0.13019742787313762,0.0,0.0,1.3780104912869138,1.3780104912869138,1.3780104912869138,0.12559088110792596,0.0,0.0,0.0,1.3949618615116945,1.3949618615116945,1.3949618615116945
2,0.1375,-1.15839488858323,-0.300535337474946,-0.144427108910881,-37.4673421995696,5.11546075454411,-10.0562990067662,1.0,0.0,0.0,0.13020990224658086,0.0,0.0,1.3591107224365062,1.3591107224365062,1.3591107224365062,0.12444398881384831,0.0,0.0,0.0,1.3760653410795705,1.3760653410795705,1.3760653410795705
3,0.1375,-1.18559233287484,-0.301559126282331,-0.143902007265144,-37.4709316471497,5.04922314896418,-9.9179954910692,1.0,0.0,0.0,0.13022237662002414,0.0,0.0,1.3404189759989764,1.3404189759989764,1.3404189759989764,0.12283262431642299,0.0,0.0,0.0,1.3573768433715439,1.3573768433715439,1.3573768433715439
4,0.1375,-1.21278977716646,-0.302585009414675,-0.143378489682957,-37.4745185639141,4.96459289086969,-9.78181210438125,1.0,0.0,0.0,0.1302348421981474,0.0,0.0,1.3220137654000497,1.3220137654000497,1.3220137654000497,0.12077382113192617,0.0,0.0,0.0,1.338974879522426,1.338974879522426,1.338974879522426
5,0.1375,-1.21278977716646,-0.302585009414675,-0.143378489682957,-37.4745213860678,4.97100608964601,-9.78181210438125,1.0,0.0,0.0,0.1302348520059516,0.0,0.0,1.3220137654000497,1.3220137654000497,1.3220137654000497,0.12092983523800106,0.0,0.0,0.0,1.3389748820770617,1.3389748820770617,1.3389748820770617
6,0.1375,-1.27360511141677,-0.304860469180681,-0.142222834147164,-37.4825419757829,4.74799862781303,-9.48622387799188,1.0,0.0,0.0,0.13026272588601498,0.0,0.0,1.2820649604130976,1.2820649604130976,1.2820649604130976,0.11550472508324212,0.0,0.0,0.0,1.2990333381683528,1.2990333381683528,1.2990333381683528
7,0.1375,-1.33442044566708,-0.307078760447645,-0.141074982122614,-37.4905682245733,4.50214137739555,-9.20478276424373,1.0,0.0,0.0,0.13029061943300954,0.0,0.0,1.2440281403889295,1.2440281403889295,1.2440281403889295,0.10952374733972643,0.0,0.0,0.0,1.261003785901167,1.261003785901167,1.261003785901167
8,0.1375,-1.3952357799174,-0.309232177040489,-0.139937231366964,-37.4985944733637,4.23473105720425,-8.93893554201792,1.0,0.0,0.0,0.13031851298000408,0.0,0.0,1.2080988377683577,1.2080988377683577,1.2080988377683577,0.1030184473303318,0.0,0.0,0.0,1.2250817525936772,1.2250817525936772,1.2250817525936772
9,0.1375,-1.45605111416771,-0.311317548624987,-0.138807170474411,-37.5066150630787,3.94706438604979,-8.6901100608269,1.0,0.0,0.0,0.13034638686006708,0.0,0.0,1.1744700266844192,1.1744700266844192,1.1744700266844192,0.09602037037793554,0.0,0.0,0.0,1.1914602072518936,1.1914602072518936,1.1914602072518936
