,x,y,Ux,Uy,N,Q,M,PUx,PUy,PUtot,pile_number,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC8,UC9,UC10,UC11,UC12,UC13,UC14,UC_governing
0,0.1375,-1.104,-0.257037298468353,-0.145838422838415,-47.519906862916,7.42282385003831,-17.9208495540108,-7.47137310099788e-05,-4.15809745391016e-06,7.48293483592346e-05,1.0,0.0,0.0,0.05751909420442933,0.0,0.0,0.49784397100811884,0.49784397100811884,0.49784397100811884,0.06289319418647682,0.0,0.0,0.0,0.5011524172062168,0.5011524172062168,0.5011524172062168
1,0.1375,-1.13119744429161,-0.257955306277246,-0.145451298421244,-47.5293785650074,7.38983485302637,-17.7194324293093,-7.45759607525542e-05,-4.15703016187763e-06,7.46917319516241e-05,1.0,0.0,0.0,0.05753055895174971,0.0,0.0,0.49224857214668544,0.49224857214668544,0.49224857214668544,0.06261368015825718,0.0,0.0,0.0,0.49555833735998617,0.49555833735998617,0.49555833735998617
2,0.1375,-1.15839488858323,-0.258940880594932,-0.145065044036387,-47.5388569500431,7.34450793002168,-17.5189941730278,-7.44381541153416e-05,-4.15596241509775e-06,7.45540797790104e-05,1.0,0.0,0.0,0.057542031788246364,0.0,0.0,0.4866803664012834,0.4866803664012834,0.4866803664012834,0.06222962753515813,0.0,0.0,0.0,0.489991451823603,0.489991451823603,0.489991451823603
3,0.1375,-1.18559233287484,-0.259958023072036,-0.144679921445774,-47.5483353350787,7.28786112609413,-17.3199389788786,-7.4300289270468e-05,-4.15489466831787e-06,7.44163700766172e-05,1.0,0.0,0.0,0.057553504624742895,0.0,0.0,0.48115058233572555,0.48115058233572555,0.48115058233572555,0.06174966215925332,0.0,0.0,0.0,0.48446298823031586,0.48446298823031586,0.48446298823031586
4,0.1375,-1.21278977716646,-0.260983806927889,-0.144295664697535,-47.55780703717,7.22091248631359,-17.1226630552121,-7.41623443900607e-05,-4.15382737628534e-06,7.4278581080295e-05,1.0,0.0,0.0,0.05756496937206316,0.0,0.0,0.47567022667923586,0.47567022667923586,0.47567022667923586,0.061182409872616306,0.0,0.0,0.0,0.4789839523780424,0.4789839523780424,0.4789839523780424
5,0.1375,-1.21278977716646,-0.260983806927889,-0.144295664697535,-47.5578144894738,7.2204011801468,-17.1226630552121,-7.41623443900607e-05,-4.15382737628534e-06,7.4278581080295e-05,1.0,0.0,0.0,0.057564978392488336,0.0,0.0,0.47567022667923586,0.47567022667923586,0.47567022667923586,0.06117807760248755,0.0,0.0,0.0,0.4789839534165635,0.4789839534165635,0.4789839534165635
6,0.1375,-1.27360511141677,-0.263281993748596,-0.143444631944289,-47.578993859213,7.06053804410598,-16.6883603571774,-7.38534436095506e-05,-4.15143995269318e-06,7.39700316795247e-05,1.0,0.0,0.0,0.05759061434684182,0.0,0.0,0.46360523058864905,0.46360523058864905,0.46360523058864905,0.05982356569955151,0.0,0.0,0.0,0.46692190944949574,0.46692190944949574,0.46692190944949574
7,0.1375,-1.33442044566708,-0.26555346070881,-0.142597881470853,-47.6001881724698,6.87146443117817,-16.2644837412779,-7.35436551622115e-05,-4.14905298384838e-06,7.36605990695233e-05,1.0,0.0,0.0,0.05761626838914313,0.0,0.0,0.45182987267155394,0.45182987267155394,0.45182987267155394,0.0582215549697204,0.0,0.0,0.0,0.45514950705464374,0.45514950705464374,0.45514950705464374
8,0.1375,-1.3952357799174,-0.267789588923188,-0.141756685201278,-47.6213824857266,6.65390174250658,-15.8529636024792,-7.32326516299509e-05,-4.14666556025622e-06,7.33499563736909e-05,1.0,0.0,0.0,0.057641922431444455,0.0,0.0,0.4403977795985163,0.4403977795985163,0.4403977795985163,0.056378157806754765,0.0,0.0,0.0,0.44372037082010896,0.44372037082010896,0.44372037082010896
9,0.1375,-1.45605111416771,-0.269986002268102,-0.140919725372771,-47.6425618554656,6.40857137923439,-15.455721009523,-7.29201201465912e-05,-4.14427859141142e-06,7.30377913633519e-05,1.0,0.0,0.0,0.0576675583857977,0.0,0.0,0.42936231895615995,0.42936231895615995,0.42936231895615995,0.05429948660441482,0.0,0.0,0.0,0.4326878662463393,0.4326878662463393,0.4326878662463393
