x,y,Ux,Uy,N,Q,M,pile_number
0.1375,-1.104,-0.285786777108993,-0.144878062859517,-42.2216924327847,5.79061328492812,-12.6954931640824,1.0
0.1375,-1.13119744429161,-0.286723958348917,-0.144385815931707,-42.2262321243218,5.76185917412706,-12.5383890828627,1.0
0.1375,-1.15839488858323,-0.287727195884595,-0.143894945635438,-42.2307750189288,5.71524214122375,-12.3822404876282,1.0
0.1375,-1.18559233287484,-0.288756870421532,-0.143405864935309,-42.2353179135356,5.65116775007513,-12.2275954564609,1.0
0.1375,-1.21278977716646,-0.289790597719165,-0.142918152452072,-42.2398576050725,5.57004156453811,-12.0749991980221,1.0
0.1375,-1.21278977716646,-0.289790597719165,-0.142918152452072,-42.239861176898,5.5750214609556,-12.0749991980221,1.0
0.1375,-1.27360511141677,-0.292090578980671,-0.141840524941709,-42.2500122357718,5.36526822047799,-11.7423006443055,1.0
0.1375,-1.33442044566708,-0.294342625673191,-0.140769644508694,-42.2601704569277,5.13572330812416,-11.4228273290252,1.0
0.1375,-1.3952357799174,-0.296538679085276,-0.139707502280661,-42.2703286780835,4.8873155970663,-11.1178769974146,1.0
0.1375,-1.45605111416771,-0.298675193005996,-0.138652015564553,-42.2804797369571,4.62097396047655,-10.8287349323281,1.0
0.1375,-1.45605111416771,-0.298675193005996,-0.138652015564553,-42.2804877238019,4.65502255756959,-10.8287349323281,1.0
0.1375,-1.59203833562578,-0.303183694363803,-0.136354424327566,-42.3031861814875,4.0458445579083,-10.2392463245232,1.0
0.1375,-1.72802555708386,-0.307319235566792,-0.134089104422329,-42.3259006545226,3.62527192157958,-9.71993820241715,1.0
0.1375,-1.86401277854193,-0.311067634924645,-0.131865235348763,-42.3486151275577,3.40603939611762,-9.24391549422738,1.0
0.1375,-2.0,-0.314384463050903,-0.129672674399915,-42.3713135852429,3.40088172905662,-8.78376953898124,1.0
0.1375,-2.0,-0.314384463050903,-0.129672674399915,-42.3713231623159,3.42021775942195,-8.78376953898125,1.0
0.1375,-2.1,-0.314871550160502,-0.128100087766711,-42.3880147730706,3.46866458498292,-8.43947712714111,1.0
0.1375,-2.2,-0.314627239339235,-0.126535114469535,-42.4047181609217,3.52546391795261,-8.08975497103047,1.0
0.1375,-2.3,-0.313658574955374,-0.124979959185035,-42.4214215487727,3.59039500231533,-7.73395047822519,1.0
0.1375,-2.4,-0.311963139840312,-0.123432248355432,-42.4381131595272,3.66323708205543,-7.37141579330364,1.0
0.1375,-2.4,-0.311963139840312,-0.123432248355432,-42.4381224936148,3.66349436376894,-7.37141579330364,1.0
0.1375,-2.53,-0.308712605064642,-0.121448967546543,-42.4598215875958,3.76597851816898,-6.8887587265653,1.0
0.1375,-2.66,-0.304306189215748,-0.119477816004182,-42.4815359918022,3.8804586738421,-6.39172609734789,1.0
0.1375,-2.79,-0.298793919188036,-0.117522247389332,-42.5032503960084,4.00555001242245,-5.87914673123719,1.0
0.1375,-2.92,-0.292230195700625,-0.11557844892839,-42.5249494899893,4.13986771554414,-5.34989922897398,1.0
0.1375,-2.92,-0.292230195700625,-0.11557844892839,-42.5249600415665,4.13794294351931,-5.34989922897398,1.0
0.1375,-3.05,-0.284611401573075,-0.113664889872219,-42.5466591355474,4.27324308461335,-4.80340676678092,1.0
0.1375,-3.18,-0.275987012858234,-0.111762607395905,-42.5683735397537,4.41830685175287,-4.23842618634556,1.0
0.1375,-3.31,-0.266381115960819,-0.109874804249816,-42.5900879439599,4.57310816394615,-3.65395976416553,1.0
0.1375,-3.44,-0.255814806634088,-0.107997931152316,-42.6117870379407,4.7376209402015,-3.0490044329538,1.0
0.1375,-3.44,-0.255814806634088,-0.107997931152316,-42.6117975895178,4.73725441953124,-3.0490044329538,1.0
0.1375,-3.57,-0.244286488734166,-0.106149115887347,-42.6334966834987,4.91069660829895,-2.42211976659096,1.0
0.1375,-3.7,-0.231797902465511,-0.104310754062636,-42.655211087705,5.09139826581896,-1.77189675230402,1.0
0.1375,-3.83,-0.218320681536628,-0.10248580590503,-42.6769254919111,5.27884544408142,-1.09775813613072,1.0
0.1375,-3.96,-0.203823654015427,-0.100670976330299,-42.6986245858919,5.47252419507652,-0.399139198696783,1.0
0.1375,-3.96,-0.203823654015427,-0.100670976330299,-42.6986351374689,5.46939177212321,-0.399139198696783,1.0
0.1375,-4.09,-0.188257251925601,-0.0988820965082854,-42.7203342314498,5.66701085297529,0.324619461349478,1.0
0.1375,-4.22,-0.171555327744524,-0.0971028743784314,-42.742048635656,5.85696503386052,1.07397338648929,1.0
0.1375,-4.35,-0.153633230802701,-0.0953360353960622,-42.7637630398622,6.03746111843714,1.84737267402152,1.0
0.1375,-4.48,-0.134390697504305,-0.0935785300454577,-42.7854621338429,6.20670591036339,2.64320424847649,1.0
0.1375,-4.48,-0.134390697504305,-0.0935785300454577,-42.78547268542,6.19707692429093,2.64320424847648,1.0
0.1375,-4.61,-0.113703026770304,-0.091844934339718,-42.807171779401,6.35189020971285,3.45910500960257,1.0
0.1375,-4.74,-0.0914064203568418,-0.0901202258857021,-42.8288861836072,6.46180527534972,4.29280663781694,1.0
0.1375,-4.87,-0.0672211360030152,-0.0884069025044097,-42.8506005878134,6.5198816293098,5.13731752351403,1.0
0.1375,-5.0,-0.0411371504678789,-0.0867021522628117,-42.8722996817942,6.51917877970138,5.98537462950986,1.0
0.1375,-5.0,-0.0411371504678789,-0.0867021522628117,-42.8723104207069,6.51914494136624,5.98537462950986,1.0
0.1375,-5.13461538461539,-0.0370588622360229,-0.0849901963274777,-42.8947798967405,5.80789797857398,6.81796065819523,1.0
