x,y,Ux,Uy,N,Q,M,pile_number
0.1375,-1.104,-0.298600982165588,-0.14548305148528,-37.4601658352249,5.18995725306224,-10.3369373869289,1.0
0.1375,-1.13119744429161,-0.299535745972656,-0.144954282933136,-37.4637527519895,5.16260551883497,-10.1961417168419,1.0
0.1375,-1.15839488858323,-0.300535337474946,-0.144427108910881,-37.4673421995696,5.11546075454411,-10.0562990067662,1.0
0.1375,-1.18559233287484,-0.301559126282331,-0.143902007265144,-37.4709316471497,5.04922314896418,-9.9179954910692,1.0
0.1375,-1.21278977716646,-0.302585009414675,-0.143378489682957,-37.4745185639141,4.96459289086969,-9.78181210438125,1.0
0.1375,-1.21278977716646,-0.302585009414675,-0.143378489682957,-37.4745213860678,4.97100608964601,-9.78181210438125,1.0
0.1375,-1.27360511141677,-0.304860469180681,-0.142222834147164,-37.4825419757829,4.74799862781303,-9.48622387799188,1.0
0.1375,-1.33442044566708,-0.307078760447645,-0.141074982122614,-37.4905682245733,4.50214137739555,-9.20478276424373,1.0
0.1375,-1.3952357799174,-0.309232177040489,-0.139937231366964,-37.4985944733637,4.23473105720425,-8.93893554201792,1.0
0.1375,-1.45605111416771,-0.311317548624987,-0.138807170474411,-37.5066150630787,3.94706438604979,-8.6901100608269,1.0
0.1375,-1.45605111416771,-0.311317548624987,-0.138807170474411,-37.5066213736035,3.98780256350827,-8.6901100608269,1.0
0.1375,-1.59203833562578,-0.315682272366669,-0.136352491833706,-37.5245559574247,3.3223475406268,-8.19531121212935,1.0
0.1375,-1.72802555708386,-0.319635537262911,-0.133935016550483,-37.5425031953219,2.86183205390796,-7.77736907099698,1.0
0.1375,-1.86401277854193,-0.323164996765942,-0.131565274608262,-37.560450433219,2.62176638405742,-7.40679874173645,1.0
0.1375,-2.0,-0.326229224623682,-0.129231546315116,-37.5783850170401,2.6176608117808,-7.05348805280445,1.0
0.1375,-2.0,-0.326229224623682,-0.129231546315116,-37.5783925840504,2.6453405964626,-7.05348805280445,1.0
0.1375,-2.1,-0.326507044089767,-0.127561054207779,-37.591581017232,2.69352693082765,-6.78665281515148,1.0
0.1375,-2.2,-0.326036901505591,-0.12589929674091,-37.6047787557671,2.74751253069191,-6.5145891366662,1.0
0.1375,-2.3,-0.324825745006604,-0.124248794049956,-37.6179764943021,2.80758717228016,-6.23682045557753,1.0
0.1375,-2.4,-0.322871301325957,-0.122606818356043,-37.6311649274837,2.87404063181717,-5.9528595121274,1.0
0.1375,-2.4,-0.322871301325957,-0.122606818356043,-37.631172302538,2.87411240749366,-5.9528595121274,1.0
0.1375,-2.53,-0.319260825186485,-0.120505132710457,-37.6483172656742,2.97170576186632,-5.57306199551819,1.0
0.1375,-2.66,-0.314469550773833,-0.118417302833032,-37.6654743257698,3.07732138910999,-5.17986071494852,1.0
0.1375,-2.79,-0.308549113701497,-0.116347253974816,-37.6826313858654,3.19056950682704,-4.77244296048308,1.0
0.1375,-2.92,-0.301555718096226,-0.114290620486931,-37.6997763490014,3.31106033261984,-4.35000681183341,1.0
0.1375,-2.92,-0.301555718096226,-0.114290620486931,-37.6997846860194,3.3110520868222,-4.35000681183341,1.0
0.1375,-3.05,-0.293487422578516,-0.112268395853735,-37.7169296491555,3.43599233510059,-3.91167545362815,1.0
0.1375,-3.18,-0.284395695833213,-0.110258982131597,-37.7340867092511,3.57213594034913,-3.45615599816252,1.0
0.1375,-3.31,-0.274306591387494,-0.10826599788069,-37.7512437693466,3.71932461042588,-2.98222710411695,1.0
0.1375,-3.44,-0.263243364036275,-0.106285400729874,-37.7683887324826,3.87740005318887,-2.48866767653505,1.0
0.1375,-3.44,-0.263243364036275,-0.106285400729874,-37.7683970695005,3.8774975719133,-2.48866767653506,1.0
0.1375,-3.57,-0.251206644304122,-0.104336544329303,-37.7855420326366,4.04752759852498,-1.97377821454217,1.0
0.1375,-3.7,-0.238200636159389,-0.102399492873048,-37.8026990927321,4.22750074874631,-1.43586642034425,1.0
0.1375,-3.83,-0.22419949262378,-0.100477569209819,-37.8198561528276,4.41673330555838,-0.873972972080769,1.0
0.1375,-3.96,-0.209174848094257,-0.0985670419808788,-37.8370011159636,4.61454155194232,-0.287157786689746,1.0
0.1375,-3.96,-0.209174848094257,-0.0985670419808788,-37.8370094529813,4.61165333674933,-0.287157786689747,1.0
0.1375,-4.09,-0.193080051762117,-0.0966856837248925,-37.8541544161174,4.81642001166433,0.325544712628292,1.0
0.1375,-4.22,-0.175852131875948,-0.0948151602845431,-37.8713114762127,5.01714378611604,0.964959330896342,1.0
0.1375,-4.35,-0.157409737999903,-0.0929585088792442,-37.8884685363081,5.21193552053865,1.63004665114651,1.0
