x,y,Ux,Uy,N,Q,M,PUx,PUy,PUtot,pile_number
0.1375,-1.104,-0.285786777108993,-0.144878062859517,-42.2216924327847,5.79061328492812,-12.6954931640824,-6.01421779720113e-05,-1.14860301891895e-06,6.01531450558668e-05,1.0
0.1375,-1.13119744429161,-0.286723958348917,-0.144385815931707,-42.2262321243218,5.76185917412706,-12.5383890828627,-6.01239880779758e-05,-1.14815270535473e-06,6.01349498797113e-05,1.0
0.1375,-1.15839488858323,-0.287727195884595,-0.143894945635438,-42.2307750189288,5.71524214122375,-12.3822404876282,-6.01020255999174e-05,-1.14770250547735e-06,6.01129828094914e-05,1.0
0.1375,-1.18559233287484,-0.288756870421532,-0.143405864935309,-42.2353179135356,5.65116775007513,-12.2275954564609,-6.00763014517724e-05,-1.14725219191314e-06,6.00872547527018e-05,1.0
0.1375,-1.21278977716646,-0.289790597719165,-0.142918152452072,-42.2398576050725,5.57004156453811,-12.0749991980221,-6.00468083575834e-05,-1.14680187834892e-06,6.0057758437029e-05,1.0
0.1375,-1.21278977716646,-0.289790597719165,-0.142918152452072,-42.239861176898,5.5750214609556,-12.0749991980221,-6.00468083575834e-05,-1.14680187834892e-06,6.0057758437029e-05,1.0
0.1375,-1.27360511141677,-0.292090578980671,-0.141840524941709,-42.2500122357718,5.36526822047799,-11.7423006443055,-5.99672421230935e-05,-1.14579495402722e-06,5.99781874845046e-05,1.0
0.1375,-1.33442044566708,-0.294342625673191,-0.140769644508694,-42.2601704569277,5.13572330812416,-11.4228273290252,-5.98688238824252e-05,-1.14478802970552e-06,5.9879767974649e-05,1.0
0.1375,-1.3952357799174,-0.296538679085276,-0.139707502280661,-42.2703286780835,4.8873155970663,-11.1178769974146,-5.97514954279177e-05,-1.14378110538382e-06,5.97624417263008e-05,1.0
0.1375,-1.45605111416771,-0.298675193005996,-0.138652015564553,-42.2804797369571,4.62097396047655,-10.8287349323281,-5.96151876379736e-05,-1.14277418106212e-06,5.96261396531731e-05,1.0
0.1375,-1.45605111416771,-0.298675193005996,-0.138652015564553,-42.2804877238019,4.65502255756959,-10.8287349323281,-5.96151876379736e-05,-1.14277418106212e-06,5.96261396531731e-05,1.0
0.1375,-1.59203833562578,-0.303183694363803,-0.136354424327566,-42.3031861814875,4.0458445579083,-10.2392463245232,-5.92413671256509e-05,-1.14052272692788e-06,5.92523448566113e-05,1.0
0.1375,-1.72802555708386,-0.307319235566792,-0.134089104422329,-42.3259006545226,3.62527192157958,-9.71993820241715,-5.87716713198461e-05,-1.13827115910681e-06,5.87826931244195e-05,1.0
0.1375,-1.86401277854193,-0.311067634924645,-0.131865235348763,-42.3486151275577,3.40603939611762,-9.24391549422738,-5.82063621550333e-05,-1.13601970497257e-06,5.82174470076881e-05,1.0
0.1375,-2.0,-0.314384463050903,-0.129672674399915,-42.3713135852429,3.40088172905662,-8.78376953898124,-5.75471422052942e-05,-1.13376813715149e-06,5.75583096189002e-05,1.0
0.1375,-2.0,-0.314384463050903,-0.129672674399915,-42.3713231623159,3.42021775942195,-8.78376953898125,-5.75471422052942e-05,-1.13376813715149e-06,5.75583096189002e-05,1.0
0.1375,-2.1,-0.314871550160502,-0.128100087766711,-42.3880147730706,3.46866458498292,-8.43947712714111,-5.70047122891992e-05,-1.13211251573375e-06,5.70159530475696e-05,1.0
0.1375,-2.2,-0.314627239339235,-0.126535114469535,-42.4047181609217,3.52546391795261,-8.08975497103047,-5.64160764042754e-05,-1.13045678062917e-06,5.64274012283563e-05,1.0
0.1375,-2.3,-0.313658574955374,-0.124979959185035,-42.4214215487727,3.59039500231533,-7.73395047822519,-5.5783584684832e-05,-1.12880115921143e-06,5.57950043672985e-05,1.0
0.1375,-2.4,-0.311963139840312,-0.123432248355432,-42.4381131595272,3.66323708205543,-7.37141579330364,-5.51096964045428e-05,-1.12714542410686e-06,5.5121221817082e-05,1.0
0.1375,-2.4,-0.311963139840312,-0.123432248355432,-42.4381224936148,3.66349436376894,-7.37141579330364,-5.51096964045428e-05,-1.12714542410686e-06,5.5121221817082e-05,1.0
0.1375,-2.53,-0.308712605064642,-0.121448967546543,-42.4598215875958,3.76597851816898,-6.8887587265653,-5.41760855412576e-05,-1.12499310489511e-06,5.41877648003655e-05,1.0
0.1375,-2.66,-0.304306189215748,-0.119477816004182,-42.4815359918022,3.8804586738421,-6.39172609734789,-5.31829755345825e-05,-1.12284067199653e-06,5.3194827360249e-05,1.0
0.1375,-2.79,-0.298793919188036,-0.117522247389332,-42.5032503960084,4.00555001242245,-5.87914673123719,-5.21362053405028e-05,-1.12068835278478e-06,5.2148248769169e-05,1.0
0.1375,-2.92,-0.292230195700625,-0.11557844892839,-42.5249494899893,4.13986771554414,-5.34989922897398,-5.10409481648821e-05,-1.1185359198862e-06,5.1053202761181e-05,1.0
0.1375,-2.92,-0.292230195700625,-0.11557844892839,-42.5249600415665,4.13794294351931,-5.34989922897398,-5.10409481648821e-05,-1.1185359198862e-06,5.1053202761181e-05,1.0
0.1375,-3.05,-0.284611401573075,-0.113664889872219,-42.5466591355474,4.27324308461335,-4.80340676678092,-4.99011730425991e-05,-1.11638360067445e-06,4.99136592865247e-05,1.0
0.1375,-3.18,-0.275987012858234,-0.111762607395905,-42.5683735397537,4.41830685175287,-4.23842618634556,-4.87196484755259e-05,-1.11423116777587e-06,4.87323881897251e-05,1.0
0.1375,-3.31,-0.266381115960819,-0.109874804249816,-42.5900879439599,4.57310816394615,-3.65395976416553,-4.74981134175323e-05,-1.11207884856412e-06,4.75111302495551e-05,1.0
0.1375,-3.44,-0.255814806634088,-0.107997931152316,-42.6117870379407,4.7376209402015,-3.0490044329538,-4.62374191556592e-05,-1.10992641566554e-06,4.62507390948978e-05,1.0
0.1375,-3.44,-0.255814806634088,-0.107997931152316,-42.6117975895178,4.73725441953124,-3.0490044329538,-4.62374191556592e-05,-1.10992641566554e-06,4.62507390948978e-05,1.0
0.1375,-3.57,-0.244286488734166,-0.106149115887347,-42.6334966834987,4.91069660829895,-2.42211976659096,-4.49376602773555e-05,-1.1077740964538e-06,4.49513122684064e-05,1.0
0.1375,-3.7,-0.231797902465511,-0.104310754062636,-42.655211087705,5.09139826581896,-1.77189675230402,-4.35983238276094e-05,-1.10562166355521e-06,4.3612340453592e-05,1.0
0.1375,-3.83,-0.218320681536628,-0.10248580590503,-42.6769254919111,5.27884544408142,-1.09775813613072,-4.22183948103338e-05,-1.10346923065663e-06,4.2232813127996e-05,1.0
0.1375,-3.96,-0.203823654015427,-0.100670976330299,-42.6986245858919,5.47252419507652,-0.399139198696783,-4.07964325859211e-05,-1.10131691144488e-06,4.0811295135992e-05,1.0
0.1375,-3.96,-0.203823654015427,-0.100670976330299,-42.6986351374689,5.46939177212321,-0.399139198696783,-4.07964325859211e-05,-1.10131691144488e-06,4.0811295135992e-05,1.0
0.1375,-4.09,-0.188257251925601,-0.0988820965082854,-42.7203342314498,5.66701085297529,0.324619461349478,-3.93306872865651e-05,-1.0991644785463e-06,3.93460433205738e-05,1.0
0.1375,-4.22,-0.171555327744524,-0.0971028743784314,-42.742048635656,5.85696503386052,1.07397338648929,-3.78191616619006e-05,-1.09701215933455e-06,3.78350687125939e-05,1.0
0.1375,-4.35,-0.153633230802701,-0.0953360353960622,-42.7637630398622,6.03746111843714,1.84737267402152,-3.62598220817745e-05,-1.09485972643597e-06,3.62763478760268e-05,1.0
0.1375,-4.48,-0.134390697504305,-0.0935785300454577,-42.7854621338429,6.20670591036339,2.64320424847649,-3.46509950759355e-05,-1.09270740722423e-06,3.46682198739755e-05,1.0
0.1375,-4.48,-0.134390697504305,-0.0935785300454577,-42.78547268542,6.19707692429093,2.64320424847648,-3.46509950759355e-05,-1.09270740722423e-06,3.46682198739755e-05,1.0
0.1375,-4.61,-0.113703026770304,-0.091844934339718,-42.807171779401,6.35189020971285,3.45910500960257,-3.29917093040422e-05,-1.09055497432564e-06,3.30097287622066e-05,1.0
0.1375,-4.74,-0.0914064203568418,-0.0901202258857021,-42.8288861836072,6.46180527534972,4.29280663781694,-3.12822958221659e-05,-1.0884026551139e-06,3.13012244528095e-05,1.0
0.1375,-4.87,-0.0672211360030152,-0.0884069025044097,-42.8506005878134,6.5198816293098,5.13731752351403,-2.95250047201989e-05,-1.08625022221531e-06,2.95449800012292e-05,1.0
0.1375,-5.0,-0.0411371504678789,-0.0867021522628117,-42.8722996817942,6.51917877970138,5.98537462950986,-2.7724941901397e-05,-1.08409790300357e-06,2.77461289498037e-05,1.0
0.1375,-5.0,-0.0411371504678789,-0.0867021522628117,-42.8723104207069,6.51914494136624,5.98537462950986,-2.7724941901397e-05,-1.08409790300357e-06,2.77461289498037e-05,1.0
0.1375,-5.13461538461539,-0.0370588622360229,-0.0849901963274777,-42.8947798967405,5.80789797857398,6.81796065819523,-2.58245290751802e-05,-1.08186907255003e-06,2.58471805550425e-05,1.0
0.1375,-5.26923076923077,-0.0337005088556739,-0.0833094177378137,-42.9172652265742,4.86613903217183,7.5383354151315,-2.39154542214237e-05,-1.0796402420965e-06,2.39398114794032e-05,1.0
0.1375,-5.40384615384616,-0.0307531958068433,-0.0816685329305661,-42.9397505564077,3.73504218277781,8.1198864306364,-2.20088058995316e-05,-1.07741152532981e-06,2.20351617356935e-05,1.0
0.1375,-5.53846153846154,-0.0281283995377473,-0.0800576639263881,-42.9622200324406,2.45578151100993,8.53764493070178,-2.01137700059917e-05,-1.07518269487628e-06,2.01424864820928e-05,1.0
0.1375,-5.53846153846154,-0.0281283995377473,-0.0800576639263881,-42.962230958692,2.54203715202735,8.53764493070179,-2.01137700059917e-05,-1.07518269487628e-06,2.01424864820928e-05,1.0
0.1375,-5.67307692307692,-0.0257582411374731,-0.0785234899853532,-42.984700434728,1.4825244338176,8.80739167644,-1.8245009414386e-05,-1.07295386442274e-06,1.82765313592655e-05,1.0
0.1375,-5.80769230769231,-0.0236057930894395,-0.0770177935890201,-43.0071857645661,0.517554115854149,8.94100464368489,-1.64271696121432e-05,-1.07072503396921e-06,1.6462027626161e-05,1.0
0.1375,-5.94230769230769,-0.0216659909685047,-0.0755485506720434,-43.0296710944041,-0.355666139932948,8.95088014712805,-1.4685548194393e-05,-1.06849631720252e-06,1.47243679032316e-05,1.0
0.1375,-6.07692307692308,-0.0199124102711781,-0.0741067459936353,-43.0521405704393,-1.13992867161363,8.84925945338255,-1.30412754515419e-05,-1.06626748674898e-06,1.30847923849134e-05,1.0
0.1375,-6.07692307692308,-0.0199124102711781,-0.0741067459936353,-43.0521514966967,-1.13433637467829,8.84925945338254,-1.30412754515419e-05,-1.06626748674898e-06,1.30847923849134e-05,1.0
0.1375,-6.21153846153846,-0.0183299241157857,-0.0727350925411467,-43.074620972734,-1.83838437289316,8.64817351068541,-1.15062639451935e-05,-1.06403865629545e-06,1.15553575556341e-05,1.0
0.1375,-6.34615384615385,-0.016903764296422,-0.0713895026514922,-43.0971063025748,-2.44019393601462,8.35880956986309,-1.00844708867953e-05,-1.06180993952876e-06,1.01402166354721e-05,1.0
0.1375,-6.48076923076923,-0.0156223890272726,-0.0700772917894406,-43.1195916324154,-2.93200884830123,7.99597938976702,-8.77578349900432e-06,-1.05958110907522e-06,8.83951854730254e-06,1.0
0.1375,-6.61538461538462,-0.0144767119136181,-0.0687902169919404,-43.1420611084519,-3.30607289401155,7.57478887771959,-7.57795442041242e-06,-1.05735227862169e-06,7.65136504415746e-06,1.0
0.1375,-6.61538461538462,-0.0144767119136181,-0.0687902169919404,-43.1420720347135,-3.31249225894952,7.57478887771959,-7.57795442041242e-06,-1.05735227862169e-06,7.65136504415746e-06,1.0
