x,y,Ux,Uy,N,Q,M,PUx,PUy,PUtot,pile_number
0.1375,-1.104,-0.330751829455611,-0.146009857390832,-30.6789123954172,3.95909682997997,-5.65872653587061,-0.000114140151708853,-2.84233738057083e-06,0.000114175536407345,1.0
0.1375,-1.13119744429161,-0.331703170885467,-0.145383875182184,-30.6809300360997,3.914073330911,-5.55164531147687,-0.000114090762508567,-2.84144380202633e-06,0.000114126140268855,1.0
0.1375,-1.15839488858323,-0.332714712998989,-0.144760175752938,-30.6829491003684,3.85185825471498,-5.44597859524166,-0.000114031776320189,-2.84054999610817e-06,0.00011406715011351,1.0
0.1375,-1.18559233287484,-0.333743702197964,-0.144139441385314,-30.684968164637,3.77322371486554,-5.34222426447353,-0.000113963273179252,-2.83965641756367e-06,0.000113998645966952,1.0
0.1375,-1.21278977716646,-0.334768892262022,-0.143520972086031,-30.6869858053194,3.67894182483634,-5.24087442273444,-0.000113885325845331,-2.83876261164551e-06,0.000113920700559918,1.0
0.1375,-1.21278977716646,-0.334768892262022,-0.143520972086031,-30.6869873927942,3.6835251888271,-5.24087442273444,-0.000113885325845331,-2.83876261164551e-06,0.000113920700559918,1.0
0.1375,-1.27360511141677,-0.337021858190454,-0.142159411986266,-30.6914989745145,3.44092619000873,-5.02415586058081,-0.000113677240733523,-2.83676422441204e-06,0.000113712630310147,1.0
0.1375,-1.33442044566708,-0.339190301751698,-0.140808980165717,-30.6960137394701,3.17437847260026,-4.82284835630078,-0.000113423062430229,-2.83476606455224e-06,0.00011345848134755,1.0
0.1375,-1.3952357799174,-0.34126808645537,-0.139472934164674,-30.7005285044256,2.88531248660369,-4.63842109331834,-0.000113123423943762,-2.83276767731877e-06,0.000113158886604074,1.0
0.1375,-1.45605111416771,-0.343253438158376,-0.138147825318202,-30.7050400861458,2.57515868202101,-4.4723222681623,-0.00011277890735073,-2.8307692900853e-06,0.000112814428146396,1.0
0.1375,-1.45605111416771,-0.343253438158376,-0.138147825318202,-30.7050436358472,2.62351089959922,-4.47232226816229,-0.00011277890735073,-2.8307692900853e-06,0.000112814428146396,1.0
0.1375,-1.59203833562578,-0.347312038041877,-0.135287295470784,-30.7151318392599,1.88351819983279,-4.16845022274912,-0.000111849170934875,-2.82630094261549e-06,0.000111884873936726,1.0
0.1375,-1.72802555708386,-0.350852843156206,-0.132479370400851,-30.7252271606027,1.38120419545944,-3.94941947691218,-0.00011070616892539,-2.82183259514568e-06,0.000110742126480089,1.0
0.1375,-1.86401277854193,-0.35386875036235,-0.129738747380806,-30.7353224819455,1.13149115986623,-3.78126715714274,-0.000109362008515745,-2.81736424767587e-06,0.000109398292710179,1.0
0.1375,-2.0,-0.356324826437757,-0.127048756620095,-30.7454106853581,1.14930136644024,-3.62942862995075,-0.000107831299828831,-2.81289567283238e-06,0.000107867982297072,1.0
0.1375,-2.0,-0.356324826437757,-0.127048756620095,-30.7454149418286,1.17045386485446,-3.62942862995075,-0.000107831299828831,-2.81289567283238e-06,0.000107867982297072,1.0
0.1375,-2.1,-0.356091141451578,-0.125134559692383,-30.7528334354966,1.21275880557529,-3.51026023896639,-0.000106595456600189,-2.80960989584855e-06,0.000106632477583378,1.0
0.1375,-2.2,-0.35506177576483,-0.12323255980084,-30.7602571634289,1.2519358269486,-3.38698627549227,-0.000105273094959557,-2.80632389149105e-06,0.000105310493191077,1.0
0.1375,-2.3,-0.353243223760681,-0.121346243093561,-30.7676808913612,1.28912416401988,-3.25988146084277,-0.000103871119790711,-2.80303811450722e-06,0.000103908933924122,1.0
0.1375,-2.4,-0.350633964120988,-0.119471783771387,-30.7750993850291,1.32546305183464,-3.12918454442006,-0.000102396683359984,-2.79975211014971e-06,0.000102434951920734,1.0
0.1375,-2.4,-0.350633964120988,-0.119471783771387,-30.7751035335096,1.32704872557744,-3.12918454442006,-0.000102396683359984,-2.79975211014971e-06,0.000102434951920734,1.0
0.1375,-2.53,-0.346104458578953,-0.117080569956111,-30.7847475752779,1.38071330059165,-2.95331526726794,-0.000100383171229623,-2.79548044090916e-06,0.000100422088093264,1.0
0.1375,-2.66,-0.340320551612275,-0.114708491002502,-30.79439842159,1.44300439900435,-2.76982228796929,-9.82720739557408e-05,-2.79120877166861e-06,9.83117051320423e-05,1.0
0.1375,-2.79,-0.333337529662095,-0.112360897130733,-30.804049267902,1.5138992760766,-2.57767478623744,-9.60733159445226e-05,-2.78693710242806e-06,9.61137297943897e-05,1.0
0.1375,-2.92,-0.325215660045456,-0.110031723258955,-30.8136933096702,1.59337518706944,-2.37584001054703,-9.37959121074527e-05,-2.7826654331875e-06,9.38371800246686e-05,1.0
0.1375,-2.92,-0.325215660045456,-0.110031723258955,-30.8136979992569,1.5937372727601,-2.37584001054703,-9.37959121074527e-05,-2.7826654331875e-06,9.38371800246686e-05,1.0
0.1375,-3.05,-0.315956989478072,-0.107749593421845,-30.8233420410252,1.6801790752848,-2.16324080444009,-9.14499396458268e-05,-2.77839376394695e-06,9.14921359086829e-05,1.0
0.1375,-3.18,-0.305617727843044,-0.105484906440994,-30.8329928873373,1.78076578749292,-1.93837493849443,-8.90469309524633e-05,-2.7741220947064e-06,8.90901322563229e-05,1.0
