x,y,Ux,Uy,N,Q,M,pile_number
0.1375,-1.104,-0.257037298468353,-0.145838422838415,-47.519906862916,7.42282385003831,-17.9208495540108,1.0
0.1375,-1.13119744429161,-0.257955306277246,-0.145451298421244,-47.5293785650074,7.38983485302637,-17.7194324293093,1.0
0.1375,-1.15839488858323,-0.258940880594932,-0.145065044036387,-47.5388569500431,7.34450793002168,-17.5189941730278,1.0
0.1375,-1.18559233287484,-0.259958023072036,-0.144679921445774,-47.5483353350787,7.28786112609413,-17.3199389788786,1.0
0.1375,-1.21278977716646,-0.260983806927889,-0.144295664697535,-47.55780703717,7.22091248631359,-17.1226630552121,1.0
0.1375,-1.21278977716646,-0.260983806927889,-0.144295664697535,-47.5578144894738,7.2204011801468,-17.1226630552121,1.0
0.1375,-1.27360511141677,-0.263281993748596,-0.143444631944289,-47.578993859213,7.06053804410598,-16.6883603571774,1.0
0.1375,-1.33442044566708,-0.26555346070881,-0.142597881470853,-47.6001881724698,6.87146443117817,-16.2644837412779,1.0
0.1375,-1.3952357799174,-0.267789588923188,-0.141756685201278,-47.6213824857266,6.65390174250658,-15.8529636024792,1.0
0.1375,-1.45605111416771,-0.269986002268102,-0.140919725372771,-47.6425618554656,6.40857137923439,-15.455721009523,1.0
0.1375,-1.45605111416771,-0.269986002268102,-0.140919725372771,-47.6425785193237,6.44198296171731,-15.455721009523,1.0
0.1375,-1.59203833562578,-0.274698112338751,-0.139088129682378,-47.6899370297811,5.92055085843737,-14.61730352577,1.0
0.1375,-1.72802555708386,-0.279129175499533,-0.137277209490796,-47.7373289549596,5.58114517213042,-13.8373087831854,1.0
0.1375,-1.86401277854193,-0.283260446227738,-0.135492931299826,-47.7847208801382,5.43165071539833,-13.0904200021443,1.0
0.1375,-2.0,-0.287037963707624,-0.1337288405398,-47.8320793905954,5.47995230084297,-12.3510044740644,1.0
0.1375,-2.0,-0.287037963707624,-0.1337288405398,-47.8320993723443,5.49032204728358,-12.3510044740644,1.0
0.1375,-2.1,-0.28792309924488,-0.132457333122369,-47.866925078728,5.54151653199154,-11.7996386527524,1.0
0.1375,-2.2,-0.288114370508318,-0.131190772485485,-47.9017753570734,5.60490327242364,-11.2422949601324,1.0
0.1375,-2.3,-0.287619705680294,-0.12993060667606,-47.9366256354186,5.68090282810285,-10.6779787293802,1.0
0.1375,-2.4,-0.286437240463701,-0.128675301102579,-47.9714513418023,5.76993575855214,-10.1056801952404,1.0
0.1375,-2.4,-0.286437240463701,-0.128675301102579,-47.9714708166063,5.76610271043958,-10.1056801952404,1.0
0.1375,-2.53,-0.283907665561204,-0.127062237756811,-48.0167442349052,5.90529131308201,-9.34726488985487,1.0
0.1375,-2.66,-0.280280199185755,-0.12545715591089,-48.0620495967541,6.04809427658109,-8.57013568914712,1.0
0.1375,-2.79,-0.275601058499731,-0.123862362273498,-48.1073549586029,6.19374589307665,-7.77427358391955,1.0
0.1375,-2.92,-0.269920230685136,-0.12227536493327,-48.1526283769016,6.34148045470855,-6.95968376978299,1.0
0.1375,-2.92,-0.269920230685136,-0.12227536493327,-48.1526503918976,6.341682793496,-6.95968376978299,1.0
0.1375,-3.05,-0.263230442155101,-0.120708496176019,-48.1979238101964,6.49203653570162,-6.12576970249507,1.0
0.1375,-3.18,-0.255576446173639,-0.119149168304188,-48.2432291720453,6.6495801746653,-5.27143255897144,1.0
0.1375,-3.31,-0.246977994414151,-0.117599557576661,-48.2885345338942,6.81390600152953,-4.39618555940829,1.0
