x,y,Ux,Uy,N,Q,M,PUx,PUy,PUtot,pile_number
0.1375,-1.104,-0.268287356287254,-0.14543332621665,-45.8840815951334,6.81863432204095,-16.1324754447303,-1.04027094494086e-05,-3.02846075328489e-07,1.0407116778155e-05,1.0
0.1375,-1.13119744429161,-0.269210316885723,-0.14500010293247,-45.890863109643,6.78712541682994,-15.9474585476373,-1.03881420727703e-05,-3.02571464771972e-07,1.03925475806154e-05,1.0
0.1375,-1.15839488858323,-0.270200673511982,-0.14456795135676,-45.8976494089773,6.74019160016519,-15.7634332248839,-1.03732836578274e-05,-3.02296825793746e-07,1.03776874695972e-05,1.0
0.1375,-1.18559233287484,-0.271220700289277,-0.144137193510638,-45.9044357083116,6.67939653479485,-15.5808674407387,-1.03581423900323e-05,-3.0202221523723e-07,1.03625446291285e-05,1.0
0.1375,-1.21278977716646,-0.272247644857093,-0.143707501601792,-45.9112172228211,6.60630388346713,-15.4002166768256,-1.03427291833214e-05,-3.01747604680713e-07,1.03471299680857e-05,1.0
0.1375,-1.21278977716646,-0.272247644857093,-0.143707501601792,-45.9112225584653,6.6064307388047,-15.4002166768256,-1.03427291833214e-05,-3.01747604680713e-07,1.03471299680857e-05,1.0
0.1375,-1.27360511141677,-0.274542565882996,-0.142756761101346,-45.9263864858997,6.42926047468376,-15.0037739795467,-1.0307338925486e-05,-3.01133553648469e-07,1.03117368634955e-05,1.0
0.1375,-1.33442044566708,-0.276802995599215,-0.141811285713049,-45.9415611125278,6.22398220330558,-14.6187992609274,-1.02707654150436e-05,-3.00519502616226e-07,1.02751610295074e-05,1.0
0.1375,-1.3952357799174,-0.279020498677076,-0.140872634844497,-45.9567357391558,5.99166026388706,-14.2471198364779,-1.02331050584326e-05,-2.99905451583982e-07,1.02374988359857e-05,1.0
0.1375,-1.45605111416771,-0.28119103180449,-0.139939186089348,-45.9718996665901,5.7333589956451,-13.8905476468905,-1.01944488051231e-05,-2.99291372130028e-07,1.01988411972002e-05,1.0
0.1375,-1.45605111416771,-0.28119103180449,-0.139939186089348,-45.9719115974535,5.76720848095297,-13.8905476468905,-1.01944488051231e-05,-2.99291372130028e-07,1.01988411972002e-05,1.0
0.1375,-1.59203833562578,-0.285819621931493,-0.137900881941523,-46.0058191700023,5.20237254210177,-13.1468044444413,-1.01048399301362e-05,-2.97918319347446e-07,1.01092306996466e-05,1.0
0.1375,-1.72802555708386,-0.290133289252371,-0.135887893649173,-46.0397506666753,4.81862236974246,-12.467509177951,-1.00115366876707e-05,-2.96545238143153e-07,1.00159276119011e-05,1.0
0.1375,-1.86401277854193,-0.294115080279227,-0.133907480553827,-46.0736821633484,4.62421274965104,-11.8273814183483,-9.91521937976358e-06,-2.95172156938861e-07,9.91961198591312e-06,1.0
0.1375,-2.0,-0.297715264211374,-0.131951715859759,-46.1075897358974,4.62739846760351,-11.2008114588661,-9.81638368102722e-06,-2.93799075734569e-07,9.82077932091135e-06,1.0
0.1375,-2.0,-0.297715264211374,-0.131951715859759,-46.1076040423013,4.64038120297646,-11.2008114588661,-9.81638368102722e-06,-2.93799075734569e-07,9.82077932091135e-06,1.0
0.1375,-2.1,-0.298447065866271,-0.130544884538723,-46.1325384237883,4.6838750553084,-10.7348186237945,-9.74226168182213e-06,-2.92789394507054e-07,9.74666036684543e-06,1.0
0.1375,-2.2,-0.29847174402507,-0.129144072783812,-46.157490398212,4.74107649821981,-10.2635792299038,-9.66698644333519e-06,-2.91779684857829e-07,9.67138884959767e-06,1.0
0.1375,-2.3,-0.297796617302143,-0.127751034259635,-46.1824423726356,4.81228091943526,-9.78591766892856,-9.59062253969023e-06,-2.90769975208605e-07,9.59502933175804e-06,1.0
0.1375,-2.4,-0.296419337989631,-0.126363897492289,-46.2073767541225,4.89778370667928,-9.30064722890261,-9.51322363107465e-06,-2.8976026555938e-07,9.51763546614043e-06,1.0
0.1375,-2.4,-0.296419337989631,-0.126363897492289,-46.2073906975962,4.8953463622428,-9.30064722890261,-9.51322363107465e-06,-2.8976026555938e-07,9.51763546614043e-06,1.0
0.1375,-2.53,-0.293616758939241,-0.124583452607056,-46.2398053935293,5.01991170884345,-8.65638023170473,-9.4111128419172e-06,-2.88447637331046e-07,9.4155322187745e-06,1.0
0.1375,-2.66,-0.289695096327888,-0.122812665883044,-46.2722429602802,5.15165429842224,-7.99515585534702,-9.30732949200319e-06,-2.87135009102713e-07,9.3117575562385e-06,1.0
0.1375,-2.79,-0.284701967754377,-0.121054310313394,-46.3046805270311,5.29092966126355,-7.31631431617196,-9.20182719710283e-06,-2.85822409296088e-07,9.20626516101927e-06,1.0
0.1375,-2.92,-0.278689034217425,-0.119305361448789,-46.3370952229642,5.43809332765173,-6.61917597979956,-9.09449136088369e-06,-2.84509781067754e-07,9.09894053880513e-06,1.0
